Id,SalePrice
1461,126702.859375
1462,162800.84375
1463,177536.453125
1464,191486.5
1465,188475.453125
1466,177200.09375
1467,174966.65625
1468,168861.328125
1469,182517.265625
1470,124252.960938
1471,203411.671875
1472,95127.9375
1473,99115.28125
1474,151930.28125
1475,124760.898438
1476,378568.0625
1477,258656.15625
1478,295450.15625
1479,275709.8125
1480,481049.59375
1481,311836.125
1482,208395.171875
1483,168565.25
1484,168373.6875
1485,175787.15625
1486,192791.0625
1487,331015.3125
1488,234229.25
1489,208905.90625
1490,223692.046875
1491,190863.171875
1492,90146.109375
1493,190748.875
1494,297676.03125
1495,285986.09375
1496,242858.796875
1497,180066.1875
1498,163804.34375
1499,161380.78125
1500,158672.71875
1501,172997.671875
1502,152399.96875
1503,317244.4375
1504,238111.03125
1505,225705.59375
1506,173763.71875
1507,227010.34375
1508,205927.140625
1509,162296.0
1510,151792.015625
1511,144649.03125
1512,173848.140625
1513,144868.0625
1514,170872.5
1515,194235.6875
1516,148875.6875
1517,164296.28125
1518,124553.125
1519,223100.578125
1520,136324.40625
1521,140288.09375
1522,161190.53125
1523,113105.359375
1524,127447.0
1525,121708.6875
1526,116457.703125
1527,101697.203125
1528,137157.71875
1529,151742.109375
1530,173479.734375
1531,103268.84375
1532,97079.40625
1533,143160.375
1534,120410.1875
1535,152478.65625
1536,112209.664062
1537,68415.265625
1538,181388.015625
1539,221821.53125
1540,101682.359375
1541,141513.0625
1542,135557.046875
1543,209595.5
1544,77140.8515625
1545,103757.429688
1546,127698.523438
1547,135314.296875
1548,130726.359375
1549,113732.734375
1550,138789.15625
1551,110643.101562
1552,133907.375
1553,146768.671875
1554,107355.515625
1555,166889.15625
1556,83591.7421875
1557,104779.171875
1558,98704.6484375
1559,86344.8515625
1560,135160.640625
1561,124604.609375
1562,127936.640625
1563,123748.578125
1564,157354.96875
1565,147186.46875
1566,251148.71875
1567,68392.6484375
1568,224474.03125
1569,137201.703125
1570,136049.53125
1571,122754.9375
1572,151893.96875
1573,261073.328125
1574,121444.171875
1575,226758.53125
1576,223270.65625
1577,197737.90625
1578,153221.453125
1579,142447.1875
1580,191421.4375
1581,152595.328125
1582,127943.484375
1583,327395.625
1584,230122.953125
1585,140786.03125
1586,72317.2890625
1587,97668.953125
1588,152360.59375
1589,92439.296875
1590,134227.40625
