Id,SalePrice
1461,127661.640625
1462,159118.90625
1463,184467.671875
1464,190836.796875
1465,189210.28125
1466,175256.234375
1467,170617.8125
1468,167960.203125
1469,183151.140625
1470,125129.0625
1471,196042.5
1472,95224.984375
1473,97990.59375
1474,151359.96875
1475,124412.546875
1476,385574.6875
1477,266238.09375
1478,296265.8125
1479,261804.046875
1480,518658.3125
1481,319895.65625
1482,209465.71875
1483,169383.15625
1484,167328.875
1485,173957.203125
1486,196027.875
1487,330705.25
1488,235873.296875
1489,216360.0
1490,215281.328125
1491,189759.09375
1492,94553.0703125
1493,184197.515625
1494,292442.65625
1495,287563.0625
1496,233650.65625
1497,180662.171875
1498,160070.296875
1499,157132.65625
1500,155375.578125
1501,185413.65625
1502,151639.640625
1503,300184.59375
1504,238939.375
1505,224928.84375
1506,184115.453125
1507,246117.46875
1508,199882.828125
1509,163118.046875
1510,150429.265625
1511,146072.59375
1512,170136.65625
1513,142910.03125
1514,162446.203125
1515,191826.421875
1516,153156.34375
1517,156652.328125
1518,128949.726562
1519,226071.46875
1520,138004.65625
1521,142547.859375
1522,166706.1875
1523,114866.960938
1524,124271.351562
1525,125422.226562
1526,122220.546875
1527,106320.078125
1528,132946.375
1529,150989.359375
1530,173907.59375
1531,108442.398438
1532,98710.03125
1533,145539.203125
1534,119718.515625
1535,152430.296875
1536,114657.539062
1537,70682.2265625
1538,170471.921875
1539,196603.78125
1540,103684.75
1541,145602.171875
1542,138555.4375
1543,215298.84375
1544,82295.5703125
1545,105728.765625
1546,125300.273438
1547,134841.4375
1548,132050.296875
1549,113266.273438
1550,137779.453125
1551,109781.523438
1552,132079.203125
1553,147000.421875
1554,112937.046875
1555,166337.171875
1556,82648.296875
1557,108138.640625
1558,93654.9921875
1559,91697.71875
1560,132440.21875
1561,138872.796875
1562,129416.585938
1563,123877.109375
1564,156847.625
1565,150325.375
1566,237406.53125
1567,76104.8515625
1568,232746.5
1569,138192.890625
1570,134422.265625
1571,122548.5625
1572,150397.59375
1573,252895.15625
1574,111899.75
1575,219742.375
1576,229021.796875
1577,206434.484375
1578,146266.59375
1579,146094.5
1580,190311.171875
1581,146467.171875
1582,127436.710938
1583,323116.9375
1584,231468.953125
1585,142480.296875
1586,70419.1484375
1587,97084.234375
1588,156047.578125
1589,98057.078125
1590,133758.65625
1591,99162.984375
1592,118492.859375
1593,125956.078125
1594,179933.15625
1595,110998.765625
1596,238816.375
1597,187467.6875
1598,200619.234375
1599,176361.3125
1600,172674.171875
1601,67213.828125
1602,115524.976562
1603,84474.25
1604,279173.46875
1605,250736.171875
1606,169165.84375
1607,173312.125
1608,211453.328125
1609,198900.40625
1610,157990.71875
1611,143218.28125
1612,165555.796875
1613,161215.625
1614,121004.6875
1615,87983.078125
1616,75428.953125
1617,88294.109375
1618,126591.984375
1619,138527.40625
1620,153128.65625
1621,138254.140625
1622,141488.875
1623,284530.46875
1624,215562.90625
1625,123293.859375
1626,166476.65625
1627,188275.5
1628,282554.9375
1629,179147.75
1630,383181.75
1631,221876.71875
1632,248659.46875
1633,169990.390625
1634,185907.703125
1635,180500.625
1636,153918.5625
1637,185176.25
1638,201306.6875
1639,182395.765625
1640,263298.65625
1641,180592.53125
1642,228126.15625
1643,228417.46875
1644,233247.75
1645,184669.65625
1646,157019.09375
1647,159702.296875
1648,134915.78125
1649,140656.59375
1650,118170.890625
1651,123375.460938
1652,95235.2890625
1653,97285.4921875
1654,150986.21875
1655,142121.796875
1656,147538.6875
1657,151336.390625
1658,148534.59375
1659,130255.203125
1660,154274.03125
1661,472978.34375
1662,395787.4375
1663,386766.40625
1664,383209.46875
1665,321662.5625
1666,323317.96875
1667,388352.3125
1668,337474.46875
1669,294099.6875
1670,347204.8125
1671,261965.875
1672,545208.125
1673,297700.0625
1674,251449.90625
1675,188864.4375
1676,191559.625
1677,217246.71875
1678,499046.1875
1679,403302.78125
1680,338662.25
1681,259764.71875
1682,300102.53125
1683,177903.21875
1684,170825.078125
1685,173272.640625
1686,169400.15625
1687,166012.71875
1688,189034.65625
1689,191002.78125
1690,188392.28125
1691,175331.9375
1692,267584.78125
1693,169162.4375
1694,181676.71875
1695,167377.234375
1696,278066.5625
1697,169274.65625
1698,360452.40625
1699,317595.6875
1700,250995.28125
1701,266084.875
1702,256182.34375
1703,258924.53125
1704,294969.75
1705,232067.078125
1706,441926.5625
1707,224831.84375
1708,211870.84375
1709,266864.46875
1710,228201.34375
1711,262823.96875
1712,245101.40625
1713,268144.4375
1714,223836.71875
1715,207948.078125
1716,188438.296875
1717,172762.625
1718,131259.03125
1719,203920.96875
1720,244485.796875
1721,166890.125
1722,125151.015625
1723,155288.59375
1724,214909.78125
1725,235409.046875
1726,188715.671875
1727,163238.03125
1728,177154.015625
1729,167550.46875
1730,157601.328125
1731,121943.921875
1732,132420.453125
1733,120820.140625
1734,121769.898438
1735,131631.34375
1736,115485.375
1737,343667.6875
1738,218647.59375
1739,266936.1875
1740,215340.171875
1741,189789.34375
1742,173211.59375
1743,173733.53125
1744,305557.9375
1745,228857.84375
1746,205234.765625
1747,220018.046875
1748,226860.03125
1749,155604.71875
1750,135040.21875
1751,236517.328125
1752,121609.703125
1753,142082.921875
1754,197692.21875
1755,170758.65625
1756,124384.171875
1757,122739.015625
1758,144588.5
1759,163676.28125
1760,162444.140625
1761,142894.375
1762,173240.640625
1763,175228.84375
1764,118275.0625
1765,168264.96875
1766,170757.671875
1767,207937.625
1768,146137.8125
1769,170315.03125
1770,145739.328125
1771,132336.3125
1772,138747.59375
1773,130428.148438
1774,125102.726562
1775,135721.609375
1776,124408.523438
1777,115304.890625
1778,136222.28125
1779,115404.125
1780,172894.5
1781,130242.046875
1782,94583.25
1783,140072.484375
1784,100849.101562
1785,123861.4375
1786,143333.484375
1787,167296.421875
1788,57023.3320312
1789,100533.523438
1790,80385.265625
1791,189979.265625
1792,156361.125
1793,131621.4375
1794,147276.171875
1795,137995.171875
1796,125449.398438
1797,120075.164062
1798,125646.148438
1799,112306.109375
1800,132852.21875
1801,133618.515625
1802,139590.25
1803,148752.90625
1804,143843.109375
1805,133853.578125
1806,118580.539062
1807,131968.75
1808,121109.101562
1809,120797.476562
1810,145063.359375
1811,104692.445312
1812,103577.796875
1813,122909.085938
1814,96622.21875
1815,56503.7890625
1816,96545.609375
1817,116399.140625
1818,146852.328125
1819,121993.453125
1820,60857.1484375
1821,114888.828125
1822,153548.046875
1823,48415.9921875
1824,134633.359375
1825,134978.46875
1826,104514.148438
1827,107274.796875
1828,136055.1875
1829,112514.359375
1830,143494.5
1831,155931.09375
1832,90787.3359375
1833,137912.71875
1834,123964.75
1835,137405.828125
1836,128436.515625
1837,90035.4140625
1838,124183.1875
1839,89838.109375
1840,166706.765625
1841,150345.96875
1842,82682.765625
1843,134795.6875
1844,136831.53125
1845,142016.40625
1846,156100.96875
1847,163304.0
1848,58732.2382812
1849,112979.835938
1850,121607.476562
1851,152264.59375
1852,125628.328125
1853,132798.234375
1854,166760.71875
1855,149732.21875
1856,220442.75
1857,152397.53125
1858,137127.96875
1859,119512.578125
1860,151651.21875
1861,119519.203125
1862,290696.5625
1863,278590.96875
1864,278616.15625
1865,335480.0625
1866,341228.125
1867,233896.75
1868,298886.71875
1869,204308.640625
1870,233709.96875
1871,252300.921875
1872,169543.90625
1873,236135.953125
1874,141737.59375
1875,206657.609375
1876,195368.34375
1877,214399.828125
1878,200292.078125
1879,135214.03125
1880,133986.28125
1881,237986.921875
1882,253923.328125
1883,195320.875
1884,210781.046875
1885,254919.625
1886,299588.5625
1887,205426.65625
1888,272793.6875
1889,163610.78125
1890,132352.734375
1891,142870.5625
1892,107217.390625
1893,129764.890625
1894,125183.109375
1895,139001.875
1896,126494.375
1897,114689.5625
1898,105545.9375
1899,155753.390625
1900,147341.84375
1901,173060.265625
1902,149893.203125
1903,214329.25
1904,145743.40625
1905,191665.09375
1906,169787.625
1907,200333.21875
1908,113777.625
1909,134647.546875
1910,125064.359375
1911,208767.65625
1912,296082.8125
1913,137961.0625
1914,60036.2929688
1915,332610.9375
1916,64419.0820312
1917,262928.5625
1918,141005.78125
1919,167188.375
1920,148609.15625
1921,438601.90625
1922,324514.0
1923,213714.0
